"TABLE_CATALOG","TABLE_SCHEMA","TABLE_NAME","TABLE_TYPE"
EDU_NUCE,dbo,NK_KC_API_NS_KhoaHoc,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_DT_DangKyInBieuMauDeXuat,BASE TABLE
EDU_NUCE,dbo,TMP_DsTheoLichHoc,BASE TABLE
EDU_NUCE,dbo,ES_BaiThiNgoaiChiTiet,BASE TABLE
EDU_NUCE,dbo,CDR_KetQuaPLO_LopHocPhan,BASE TABLE
EDU_NUCE,dbo,NK_SYN_API,BASE TABLE
EDU_NUCE,dbo,DT_SinhVienThucTapKhoaLuan,BASE TABLE
EDU_NUCE,dbo,DM_VaiTroThamGia,BASE TABLE
EDU_NUCE,dbo,TS_DM_LoaiMonThi,BASE TABLE
EDU_NUCE,dbo,DT_CC_MonHocRangBuoc,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_NK_KT_KC_SoChi,BASE TABLE
EDU_NUCE,dbo,TMP_DsTheoLichHocGhepLich,BASE TABLE
EDU_NUCE,dbo,ES_HistoryResetMatKhau,BASE TABLE
EDU_NUCE,dbo,DM_NguonFile,BASE TABLE
EDU_NUCE,dbo,DM_MultiLanguageDetail,BASE TABLE
EDU_NUCE,dbo,KTX_RenLuyenTapThe,BASE TABLE
EDU_NUCE,dbo,DM_CanSuLopHoc,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_KhoanThu,BASE TABLE
EDU_NUCE,dbo,TKB_LH_NhatKyTaoPhongHocTrucTuyen,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_KT_SoChi,BASE TABLE
EDU_NUCE,dbo,ES_BoCauHoi,BASE TABLE
EDU_NUCE,dbo,KT_DuToanHocPhi,BASE TABLE
EDU_NUCE,dbo,DT_NK_CapBangTotNghiep,BASE TABLE
EDU_NUCE,dbo,KTX_KT_ChiTietSoThu,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_NK_KT_KC_SoThuHocPhi,BASE TABLE
EDU_NUCE,dbo,CTK_MonHocModule,BASE TABLE
EDU_NUCE,dbo,ES_HistoryResetThiLai,BASE TABLE
EDU_NUCE,dbo,DT_TC_DieuKienLenLop,BASE TABLE
EDU_NUCE,dbo,CMS_LienHe_ThoiGianTuVan,BASE TABLE
EDU_NUCE,dbo,TKB_NhomPhong,BASE TABLE
EDU_NUCE,dbo,KT_NK_TaoHoaDon_Tmp,BASE TABLE
EDU_NUCE,dbo,KT_ThongTinXuatHoaDon,BASE TABLE
EDU_NUCE,dbo,DT_ChiTietTuiBaiThiPhanQuyen,BASE TABLE
EDU_NUCE,dbo,KTX_TaiSanCaNhan,BASE TABLE
EDU_NUCE,dbo,DM_ChiTietDangKyChuyenNganh,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_LoaiHinhDT,BASE TABLE
EDU_NUCE,dbo,DM_Phong,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_KT_SoThuHoSoThiSinhLienKet,BASE TABLE
EDU_NUCE,dbo,DT_HB_HoSoDinhKemTheoDoiTuong,BASE TABLE
EDU_NUCE,dbo,EX_EXT_History,BASE TABLE
EDU_NUCE,dbo,DM_DotDeXuatThongTinSV,BASE TABLE
EDU_NUCE,dbo,KTX_KT_CongNo,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_NK_KT_KC_SoThuNganHang,BASE TABLE
EDU_NUCE,dbo,CTK_MonModuleChiTiet,BASE TABLE
EDU_NUCE,dbo,EX_ChamThiGiay,BASE TABLE
EDU_NUCE,dbo,DT_TC_DinhNghiaCotDiem,BASE TABLE
EDU_NUCE,dbo,EGOV_LichSuTrangThaiHopDongBaoTri,BASE TABLE
EDU_NUCE,dbo,EX_MonHocTuongDuong,BASE TABLE
EDU_NUCE,dbo,KT_ThongTinXuatHoaDonChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_ChucVuLopHoc,BASE TABLE
EDU_NUCE,dbo,KTX_ThanhLyNoiTru,BASE TABLE
EDU_NUCE,dbo,DM_ChucVuCoVan,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_LopHoc,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_KT_SoThuHoSoTuyenSinh,BASE TABLE
EDU_NUCE,dbo,ES_BoDeThi,BASE TABLE
EDU_NUCE,dbo,DT_HB_ChiTietDotXetHBNNSTheoDoiTuong,BASE TABLE
EDU_NUCE,dbo,EX_EXT_HistoryCapNhatBaiThiThiSinh,BASE TABLE
EDU_NUCE,dbo,TKB_PhanCongThanhTraCC,BASE TABLE
EDU_NUCE,dbo,DT_DeXuatMonHocKhongThamGiaKetQuaTinh,BASE TABLE
EDU_NUCE,dbo,DT_DangKyGiamSoTinChiHocKy,BASE TABLE
EDU_NUCE,dbo,KTX_KT_DienNuocTieuThu,BASE TABLE
EDU_NUCE,dbo,TKB_DM_NhomLoaiCongViec,BASE TABLE
EDU_NUCE,dbo,NK_KT_KC_SoThuChiTiet,BASE TABLE
EDU_NUCE,dbo,DM_ChiTietSinhVienDotDeXuatThongTinSV,BASE TABLE
EDU_NUCE,dbo,TKB_LoaiTroGiang,BASE TABLE
EDU_NUCE,dbo,EX_ChamThiGiayChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_QC_CachTinhDiemThanhPhanMonHoc,BASE TABLE
EDU_NUCE,dbo,DT_TC_MonHocTrongSoDiem,BASE TABLE
EDU_NUCE,dbo,DGXL_KetQuaDanhGia,BASE TABLE
EDU_NUCE,dbo,EX_NhanSuQuanLyBCH,BASE TABLE
EDU_NUCE,dbo,TS_DM_QuyDoiDiemNgoaiNgu,BASE TABLE
EDU_NUCE,dbo,DT_DangKyChuyenNganh,BASE TABLE
EDU_NUCE,dbo,KTX_TS_BaoTri,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_MonHoc,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_KT_SoThuTuDo,BASE TABLE
EDU_NUCE,dbo,TMP_DsKhoiLuongGiangDay,BASE TABLE
EDU_NUCE,dbo,TKB_ComboLopHocPhanChiTiet,BASE TABLE
EDU_NUCE,dbo,EX_EXT_LopThi,BASE TABLE
EDU_NUCE,dbo,TKB_PhongHoc_LHTD,BASE TABLE
EDU_NUCE,dbo,DT_DS_NhatKyXetDuThi,BASE TABLE
EDU_NUCE,dbo,DM_ChucVuDoan,BASE TABLE
EDU_NUCE,dbo,NK_KT_KC_SoThu,BASE TABLE
EDU_NUCE,dbo,KT_TK_KhoanThuBoSung,BASE TABLE
EDU_NUCE,dbo,DT_QuyDinhXetKhoaLuanThucTap,BASE TABLE
EDU_NUCE,dbo,EX_DangNhapThi,BASE TABLE
EDU_NUCE,dbo,DT_TC_QuyCheLenLop,BASE TABLE
EDU_NUCE,dbo,ASC_TamUng_CongTacPhi_ChiTiet,BASE TABLE
EDU_NUCE,dbo,EX_NhomCauTrucDeThi,BASE TABLE
EDU_NUCE,dbo,DT_DangKyGiaHanNopHocPhi,BASE TABLE
EDU_NUCE,dbo,DM_ChiTietExportDaNgonNgu,BASE TABLE
EDU_NUCE,dbo,NK_DangKyHocPhanGhiNo,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_NamHoc,BASE TABLE
EDU_NUCE,dbo,TKB_CC_HeSoQuyDoiTheoBacLoai,BASE TABLE
EDU_NUCE,dbo,KT_GhiNhanMienGiamNhapHoc,BASE TABLE
EDU_NUCE,dbo,HT_MapColName,BASE TABLE
EDU_NUCE,dbo,TMP_DsLopHocPhanKhongXepLich,BASE TABLE
EDU_NUCE,dbo,ES_CauHoiCha,BASE TABLE
EDU_NUCE,dbo,CDR_CapDoDongGop,BASE TABLE
EDU_NUCE,dbo,TKB_LTTD_QuyDinhCaThi,BASE TABLE
EDU_NUCE,dbo,TS_DM_ChungChiNN,BASE TABLE
EDU_NUCE,dbo,EX_EXT_LopThiThiSinh,BASE TABLE
EDU_NUCE,dbo,CC_DeXuatChungChiSinhVien,BASE TABLE
EDU_NUCE,dbo,TKB_SoTietChuanGiangVien,BASE TABLE
EDU_NUCE,dbo,TS_ThiSinhOnlineThanhTichCacKyThi,BASE TABLE
EDU_NUCE,dbo,KTX_TS_TaiSanPhong,BASE TABLE
EDU_NUCE,dbo,DM_DanhHieu,BASE TABLE
EDU_NUCE,dbo,ACL_NhomHT,BASE TABLE
EDU_NUCE,dbo,KT_KC_SoThu,BASE TABLE
EDU_NUCE,dbo,TMP_DsLopHocPhanKhongXepLichDaGhep,BASE TABLE
EDU_NUCE,dbo,EX_DeThiNgoai,BASE TABLE
EDU_NUCE,dbo,DT_TC_QuyCheTongKetDot,BASE TABLE
EDU_NUCE,dbo,EGOV_TrinhKyTuDoLichSu,BASE TABLE
EDU_NUCE,dbo,CDR_PLO_ChuongTrinhKhung,BASE TABLE
EDU_NUCE,dbo,EX_NhomDeThi,BASE TABLE
EDU_NUCE,dbo,DM_NamHoc,BASE TABLE
EDU_NUCE,dbo,DT_NCS_DangKyKeHoachHocTap,BASE TABLE
EDU_NUCE,dbo,DTBD_DM_DotXetTotNghiep,BASE TABLE
EDU_NUCE,dbo,KT_SoThuBoSung,BASE TABLE
EDU_NUCE,dbo,KTX_KT_SoThu,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_Nghe,BASE TABLE
EDU_NUCE,dbo,HT_NoReferenceTable,BASE TABLE
EDU_NUCE,dbo,CDR_QuyDinhCapDoDongGop,BASE TABLE
EDU_NUCE,dbo,DM_HocVi,BASE TABLE
EDU_NUCE,dbo,DM_MonHocCapChungChi,BASE TABLE
EDU_NUCE,dbo,DT_DotTongKetHocKySinhVien,BASE TABLE
EDU_NUCE,dbo,DM_DoiTuong,BASE TABLE
EDU_NUCE,dbo,DT_LichThiSinhVien,BASE TABLE
EDU_NUCE,dbo,ES_CauTraLoi,BASE TABLE
EDU_NUCE,dbo,EX_DeThiNgoaiChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_TC_ThietLapQuyChe,BASE TABLE
EDU_NUCE,dbo,ASC_TamUng_HangMucHoanUng,BASE TABLE
EDU_NUCE,dbo,KTX_BangGhiChiSo_ChiTiet,BASE TABLE
EDU_NUCE,dbo,EX_Phan,BASE TABLE
EDU_NUCE,dbo,TS_ThiSinhOnlineTTBoSung,BASE TABLE
EDU_NUCE,dbo,DTBD_TS_ChiTietTuyenSinh,BASE TABLE
EDU_NUCE,dbo,TS_DangKyTuVan,BASE TABLE
EDU_NUCE,dbo,TKB_HeSoLopDong,BASE TABLE
EDU_NUCE,dbo,KTX_WS_TransLog,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_QuyetDinhSinhVien,BASE TABLE
EDU_NUCE,dbo,HT_ReferenceTable,BASE TABLE
EDU_NUCE,dbo,TMP_DsGVBoMon,BASE TABLE
EDU_NUCE,dbo,DM_DoiTuongDangKyHocBong,BASE TABLE
EDU_NUCE,dbo,DM_MonHocCapChungChiChiTiet,BASE TABLE
EDU_NUCE,dbo,HT_UpdatingData,BASE TABLE
EDU_NUCE,dbo,DT_DangKyInBieuMauDeXuat,BASE TABLE
EDU_NUCE,dbo,TKB_CC_HeSoHocVi,BASE TABLE
EDU_NUCE,dbo,DD_ThongSo,BASE TABLE
EDU_NUCE,dbo,NK_V2_CauHinhCotHienThi,BASE TABLE
EDU_NUCE,dbo,DT_NC_MonThiTotNghiep,BASE TABLE
EDU_NUCE,dbo,TMP_DsBoMonKhoa,BASE TABLE
EDU_NUCE,dbo,ES_CauTraLoiThuTu,BASE TABLE
EDU_NUCE,dbo,EX_DiemThiChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_TC_TrongSoDiem,BASE TABLE
EDU_NUCE,dbo,DT_TempTableImportChuyenLHP,BASE TABLE
EDU_NUCE,dbo,DGXL_LichSuDanhGiaTieuChiChung_History,BASE TABLE
EDU_NUCE,dbo,BC_DuLieuSinhVien,BASE TABLE
EDU_NUCE,dbo,CDR_CLO_ChiTiet,BASE TABLE
EDU_NUCE,dbo,TKB_ThongKeMonHoc,BASE TABLE
EDU_NUCE,dbo,EX_PhanCauTrucDeThi,BASE TABLE
EDU_NUCE,dbo,DTBD_TS_DotTuyenSinh,BASE TABLE
EDU_NUCE,dbo,DM_DoiTuongChinhSach,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_SinhVien,BASE TABLE
EDU_NUCE,dbo,HT_SortData,BASE TABLE
EDU_NUCE,dbo,DT_KetQuaHocTapSinhVienChuyenLop,BASE TABLE
EDU_NUCE,dbo,CDR_Nhom,BASE TABLE
EDU_NUCE,dbo,TS_DM_LoaiChungChiNN,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_KT_SoThuKhac,BASE TABLE
EDU_NUCE,dbo,DT_ChiTietBieuMauTheoQuyUocDiem,BASE TABLE
EDU_NUCE,dbo,KT_CauHinhNhomKhoanThu,BASE TABLE
EDU_NUCE,dbo,ACL_NhomNguoiDung,BASE TABLE
EDU_NUCE,dbo,ES_CauTrucDeThi,BASE TABLE
EDU_NUCE,dbo,DT_DotDangKyHocPhanBoSung,BASE TABLE
EDU_NUCE,dbo,EX_DiemThiNgoai,BASE TABLE
EDU_NUCE,dbo,DT_ThongTinBangTotNghiepTHPT,BASE TABLE
EDU_NUCE,dbo,EX_DeXuatCapNhatCauHoi,BASE TABLE
EDU_NUCE,dbo,DCMH_DM_PhuongPhapLuongGia,BASE TABLE
EDU_NUCE,dbo,CDR_KetQuaHocTap,BASE TABLE
EDU_NUCE,dbo,TS_ChuyenTruong,BASE TABLE
EDU_NUCE,dbo,EX_PhanDeThi,BASE TABLE
EDU_NUCE,dbo,DT_DangKyMoMon,BASE TABLE
EDU_NUCE,dbo,DTBD_TS_ThiSinh,BASE TABLE
EDU_NUCE,dbo,TKB_ChamCongLichHoc,BASE TABLE
EDU_NUCE,dbo,KTX_WS_TransReceive,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_SinhVien_TMP,BASE TABLE
EDU_NUCE,dbo,HT_StackMapColName,BASE TABLE
EDU_NUCE,dbo,EX_NhanSuQuanLyMonHoc,BASE TABLE
EDU_NUCE,dbo,CDR_KetQuaPLO_SinhVien,BASE TABLE
EDU_NUCE,dbo,TKB_CC_HeSoCoiThi,BASE TABLE
EDU_NUCE,dbo,HT_DEL_LopHocPhan,BASE TABLE
EDU_NUCE,dbo,DT_SinhVienDangKyHocBuNgoaiGio,BASE TABLE
EDU_NUCE,dbo,DT_TC_XetTotNghiep,BASE TABLE
EDU_NUCE,dbo,DT_DangKyThuThach,BASE TABLE
EDU_NUCE,dbo,DM_DoiTuongMienGiam,BASE TABLE
EDU_NUCE,dbo,TKB_CC_HeSoLopDong,BASE TABLE
EDU_NUCE,dbo,DT_CongBoKetQuaHocKyNamHoc,BASE TABLE
EDU_NUCE,dbo,DCMH_DM_LinhVucNangLuc,BASE TABLE
EDU_NUCE,dbo,ACL_PhanQuyen,BASE TABLE
EDU_NUCE,dbo,ES_CauTrucDeThiChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_ChiTietDotDangKyHocPhanBoSung,BASE TABLE
EDU_NUCE,dbo,EX_DiemThiNgoaiChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_ThongTinBHYT,BASE TABLE
EDU_NUCE,dbo,TKB_TempTableImport,BASE TABLE
EDU_NUCE,dbo,ASC_TamUng_CongTacPhi_DiaDiem,BASE TABLE
EDU_NUCE,dbo,CDR_CLO,BASE TABLE
EDU_NUCE,dbo,TS_CongThucXetTuyen,BASE TABLE
EDU_NUCE,dbo,NK_AutoRun,BASE TABLE
EDU_NUCE,dbo,DT_DiemTrungBinhGDTC,BASE TABLE
EDU_NUCE,dbo,EX_MediaCauHoi,BASE TABLE
EDU_NUCE,dbo,KTX_XuLyViPham,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_NS_TMP,BASE TABLE
EDU_NUCE,dbo,HT_TableRelationship,BASE TABLE
EDU_NUCE,dbo,CDR_KhoaDiem_LopHoc,BASE TABLE
EDU_NUCE,dbo,DT_SinhVienDangKyVangLichHoc,BASE TABLE
EDU_NUCE,dbo,KT_MienGiamNhapHocTheoLop,BASE TABLE
EDU_NUCE,dbo,DM_DonViDKDT,BASE TABLE
EDU_NUCE,dbo,DT_CongBoKetQuaHocKyNamHocChiTiet,BASE TABLE
EDU_NUCE,dbo,DM_NganHangCauHinhThuPhi,BASE TABLE
EDU_NUCE,dbo,DCMH_DM_HeCoQuan,BASE TABLE
EDU_NUCE,dbo,TMP_HUCE_ChuaNhapDiem,BASE TABLE
EDU_NUCE,dbo,DM_BieuMau,BASE TABLE
EDU_NUCE,dbo,DM_ChiNhanhNganHang,BASE TABLE
EDU_NUCE,dbo,DT_NCS_QuyetDinhCongNhan,BASE TABLE
EDU_NUCE,dbo,ES_CauTrucDeThiQuiDinhDiem,BASE TABLE
EDU_NUCE,dbo,EX_DiemTru,BASE TABLE
EDU_NUCE,dbo,EGOV_TrinhKyTuDoFileAttach_Detail,BASE TABLE
EDU_NUCE,dbo,DT_SaoChepNhomThucHanh,BASE TABLE
EDU_NUCE,dbo,TS_CTChiTieuTuyenSinh,BASE TABLE
EDU_NUCE,dbo,DT_DinhDangDiem,BASE TABLE
EDU_NUCE,dbo,EX_QuyDinhThangDiem,BASE TABLE
EDU_NUCE,dbo,LX_DM_HangBang,BASE TABLE
EDU_NUCE,dbo,TS_ThietLapGuiMail,BASE TABLE
EDU_NUCE,dbo,HT_ThongSoNguoiDung,BASE TABLE
EDU_NUCE,dbo,CDR_CLO_DiemSoTB,BASE TABLE
EDU_NUCE,dbo,DT_DiemDanhSinhVien,BASE TABLE
EDU_NUCE,dbo,DT_ThongTinNgoaiTru,BASE TABLE
EDU_NUCE,dbo,DT_XetCapChungChiNgoaiKhoa,BASE TABLE
EDU_NUCE,dbo,DM_DuLieuDongBo,BASE TABLE
EDU_NUCE,dbo,TKB_NhanSuQuanLyLopHocPhan,BASE TABLE
EDU_NUCE,dbo,DM_DotCapGDTC_GDQP,BASE TABLE
EDU_NUCE,dbo,TS_ThiSinhNhapHocOffline,BASE TABLE
EDU_NUCE,dbo,DM_HeDaoTao,BASE TABLE
EDU_NUCE,dbo,DT_NhanSuNhapChungChi,BASE TABLE
EDU_NUCE,dbo,DT_DS_NhatKyDongBoMonHocCTK,BASE TABLE
EDU_NUCE,dbo,ES_DeThi,BASE TABLE
EDU_NUCE,dbo,EX_EXT_DotThi,BASE TABLE
EDU_NUCE,dbo,ASC_HopDong_MangHD,BASE TABLE
EDU_NUCE,dbo,KTX_KT_ChiTietDienNuocTieuThu_TheoNgay,BASE TABLE
EDU_NUCE,dbo,TS_DangKyDuThi,BASE TABLE
EDU_NUCE,dbo,DT_DS_HocPhanThiTracNghiem,BASE TABLE
EDU_NUCE,dbo,EX_QuyDinhThangDiemChiTiet,BASE TABLE
EDU_NUCE,dbo,LX_DM_KhoaHoc,BASE TABLE
EDU_NUCE,dbo,KS_CauHoi,BASE TABLE
EDU_NUCE,dbo,CDR_KhoaMaTranDongGop,BASE TABLE
EDU_NUCE,dbo,DT_ThongTinSinhVien,BASE TABLE
EDU_NUCE,dbo,NK_DT_DangKyInBieuMauDeXuat,BASE TABLE
EDU_NUCE,dbo,NK_DT_XetThuTotNghiep,BASE TABLE
EDU_NUCE,dbo,NK_DienBienKhauTru,BASE TABLE
EDU_NUCE,dbo,DM_DotDangKyChuyenNganh,BASE TABLE
EDU_NUCE,dbo,TS_ThiSinhTrungTuyen,BASE TABLE
EDU_NUCE,dbo,DT_NhanSuPhanCongThongNhatDiem,BASE TABLE
EDU_NUCE,dbo,DT_MonHocChuyenDiemNganh2,BASE TABLE
EDU_NUCE,dbo,ES_DiemThi,BASE TABLE
EDU_NUCE,dbo,EX_EXT_MonThi,BASE TABLE
EDU_NUCE,dbo,KT_NC_KeHoachDaoTao,BASE TABLE
EDU_NUCE,dbo,CMS_Menu_NhatKyThaoTac,BASE TABLE
EDU_NUCE,dbo,CDR_CLO_DiemSo,BASE TABLE
EDU_NUCE,dbo,DT_DS_ImportDiem,BASE TABLE
EDU_NUCE,dbo,LX_DM_LopHoc,BASE TABLE
EDU_NUCE,dbo,DM_CotDiemTheoQuyUoc,BASE TABLE
EDU_NUCE,dbo,KS_CauHoiKS,BASE TABLE
EDU_NUCE,dbo,DT_HoSoSinhVien,BASE TABLE
EDU_NUCE,dbo,DT_TN_ThongTinLuanVanTienSi,BASE TABLE
EDU_NUCE,dbo,DT_QuyDinhThoiGianDangKyHocPhan,BASE TABLE
EDU_NUCE,dbo,TKB_LichHocGiangVienDuGio,BASE TABLE
EDU_NUCE,dbo,DM_KhoanThuKhac,BASE TABLE
EDU_NUCE,dbo,ACL_DonViLienKet,BASE TABLE
EDU_NUCE,dbo,TS_ThiSinhOnline,BASE TABLE
EDU_NUCE,dbo,tmpKHT,BASE TABLE
EDU_NUCE,dbo,TKB_CC_HeSoLoaiTiet,BASE TABLE
EDU_NUCE,dbo,ACL_PhanQuyenHT,BASE TABLE
EDU_NUCE,dbo,DT_TN_DangKyLuanVan,BASE TABLE
EDU_NUCE,dbo,DCMH_DeCuongMonHocTienQuyet,BASE TABLE
EDU_NUCE,dbo,DM_TieuChuanXepLoaiDanhHieuLopHocChiTiet,BASE TABLE
EDU_NUCE,dbo,HT_LOCK_DT_SinhVien,BASE TABLE
EDU_NUCE,dbo,DT_TN_DanhSachVanBang,BASE TABLE
EDU_NUCE,dbo,ASC_DM_KhoanChi,BASE TABLE
EDU_NUCE,dbo,CDR_PLO,BASE TABLE
EDU_NUCE,dbo,DT_DS_MapCotDiem,BASE TABLE
EDU_NUCE,dbo,DT_SinhVienUuDai,BASE TABLE
EDU_NUCE,dbo,LX_DT_HocVien,BASE TABLE
EDU_NUCE,dbo,DT_CauHinhMatKhauSinhVien,BASE TABLE
EDU_NUCE,dbo,DM_DotThi,BASE TABLE
EDU_NUCE,dbo,TS_NhanSuTuVan,BASE TABLE
EDU_NUCE,dbo,KS_CauTraLoiKS,BASE TABLE
EDU_NUCE,dbo,ES_DiemThiChiTiet,BASE TABLE
EDU_NUCE,dbo,DT_TN_ThongTinLuanVanTienSiChiTiet,BASE TABLE
EDU_NUCE,dbo,CDR_MaTranDongGop,BASE TABLE
EDU_NUCE,dbo,HT_QuyTrinhChiTiet,BASE TABLE
EDU_NUCE,dbo,DM_LoaiHinhDT,BASE TABLE
EDU_NUCE,dbo,EX_NhanSuQuanLyMonHocModule,BASE TABLE
EDU_NUCE,dbo,DM_QuaTrinhHocTap,BASE TABLE
EDU_NUCE,dbo,EX_HistoryDoKhoCauHoi,BASE TABLE
EDU_NUCE,dbo,TKB_ChamCongLichThi_TongHopCaCoiThi,BASE TABLE
EDU_NUCE,dbo,DCMH_DM_VaiTro,BASE TABLE
EDU_NUCE,dbo,KS_KetQuaThamDo,BASE TABLE
EDU_NUCE,dbo,DT_TN_KhoiKienThucXetKhoaLuan,BASE TABLE
EDU_NUCE,dbo,DT_DiemDatTheoLoaiMonHoc,BASE TABLE
EDU_NUCE,dbo,CDR_KhoaDiem,BASE TABLE
EDU_NUCE,dbo,TS_DangKyNguyenVong,BASE TABLE
EDU_NUCE,dbo,DT_KetQuaHocTapMonHoc,BASE TABLE
EDU_NUCE,dbo,DT_DS_QuyetDinh,BASE TABLE
EDU_NUCE,dbo,LX_KT_KeHoachThu,BASE TABLE
EDU_NUCE,dbo,DM_DotThiChiTiet,BASE TABLE
EDU_NUCE,dbo,HT_HinhAnh,BASE TABLE
EDU_NUCE,dbo,KT_NoiDungThuPhiChiTiet,BASE TABLE
EDU_NUCE,dbo,TKB_ChamCongCongViecKhac_ChiTiet,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_EduMajor,BASE TABLE
EDU_NUCE,dbo,DCMH_DM_DoiTuongNguoiHoc,BASE TABLE
EDU_NUCE,dbo,ES_DoKho,BASE TABLE
EDU_NUCE,dbo,NK_KC_Lemon_Class,BASE TABLE
EDU_NUCE,dbo,KT_ChiTietSoThuMienGiam,BASE TABLE
EDU_NUCE,dbo,TS_DM_NganhPhuHop,BASE TABLE
EDU_NUCE,dbo,DM_ThoiGianDaoTao,BASE TABLE
EDU_NUCE,dbo,KS_ChiTietDotKS,BASE TABLE
EDU_NUCE,dbo,DT_NK_GetKetQuaHocTapMonHoc,BASE TABLE
EDU_NUCE,dbo,EX_HistoryDoKhoPhanCach,BASE TABLE
EDU_NUCE,dbo,DT_SinhVienThamGiaCauLacBo,BASE TABLE
EDU_NUCE,dbo,DT_TN_MonHocTuongDuong,BASE TABLE
EDU_NUCE,dbo,SYS_ActionQueue,BASE TABLE
EDU_NUCE,dbo,KTX_BangGhiChiSo_CongNo,BASE TABLE
EDU_NUCE,dbo,TS_DM_CaThi,BASE TABLE
EDU_NUCE,dbo,DT_GhiChuSinhVien,BASE TABLE
EDU_NUCE,dbo,LX_KT_SoThuLePhi,BASE TABLE
EDU_NUCE,dbo,TKB_ChiTietLopHocPhanGhep,BASE TABLE
EDU_NUCE,dbo,DM_DotXetTotNghiep,BASE TABLE
EDU_NUCE,dbo,DT_NhanSuKyBangDiem,BASE TABLE
EDU_NUCE,dbo,TKB_DM_LoaiCongViecKhac_ChiTiet,BASE TABLE
EDU_NUCE,dbo,HT_SSO_CauHinh,BASE TABLE
EDU_NUCE,dbo,DM_TruongPTTH,BASE TABLE
EDU_NUCE,dbo,NK_KC_API_SalesOrder,BASE TABLE
EDU_NUCE,dbo,NK_KC_Lemon_Invoice,BASE TABLE
EDU_NUCE,dbo,DT_DiemChuyenCanTheoLichHoc,BASE TABLE
EDU_NUCE,dbo,DM_MonHocNgoaiChuongTrinh,BASE TABLE
EDU_NUCE,dbo,TS_DM_NganhTotNghiep,BASE TABLE
EDU_NUCE,dbo,TS_ThiSinh,BASE TABLE
EDU_NUCE,dbo,DT_NK_GetKetQuaHocTapMonHocChiTiet,BASE TABLE
EDU_NUCE,dbo,TKB_ChamCongThieuSot,BASE TABLE
EDU_NUCE,dbo,DM_DonViThucTap,BASE TABLE
EDU_NUCE,dbo,CNCD_QuyetDinhThanhLapHoiDong,BASE TABLE
EDU_NUCE,dbo,EX_HistoryCapNhatBaiThiSinhVien,BASE TABLE
EDU_NUCE,dbo,DT_TN_QuyDinhChuanDauRa,BASE TABLE
EDU_NUCE,dbo,TS_DM_HoSo,BASE TABLE
EDU_NUCE,dbo,DT_KhungHocKy,BASE TABLE
EDU_NUCE,dbo,LX_NK_PhieuHuy,BASE TABLE
EDU_NUCE,dbo,DT_CC_SinhVienDaDongBoDTNH,BASE TABLE
EDU_NUCE,dbo,TS_DM_ChiTietDoiTuongTheoPhuongXaDanToc,BASE TABLE
EDU_NUCE,dbo,BK_DangKyNguyenVong,BASE TABLE
EDU_NUCE,dbo,HT_SSO_DangNhap,BASE TABLE
EDU_NUCE,dbo,DM_HoSo,BASE TABLE
EDU_NUCE,dbo,TKB_CC_HeSoKhoiNganh,BASE TABLE
EDU_NUCE,dbo,ES_Ext_BoDeThi,BASE TABLE
EDU_NUCE,dbo,NK_KC_Lemon_Receivable,BASE TABLE
EDU_NUCE,dbo,HT_QuyTrinh,BASE TABLE
EDU_NUCE,dbo,DT_GiangVienChamThi,BASE TABLE
EDU_NUCE,dbo,TS_CTTuyenSinh,BASE TABLE
EDU_NUCE,dbo,DM_QuaTrinhHocTapDeXuat,BASE TABLE
EDU_NUCE,dbo,DM_HanhViViPham,BASE TABLE
EDU_NUCE,dbo,DTBD_TKB_LopHocPhan,BASE TABLE
EDU_NUCE,dbo,BK_DuKienXetTuyenCD,BASE TABLE
EDU_NUCE,dbo,DT_SinhVienKhongDatHocBong,BASE TABLE
EDU_NUCE,dbo,DM_LoaiXepLich,BASE TABLE
EDU_NUCE,dbo,DM_DonViThucTapDeXuat,BASE TABLE
