"TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH"
dbo,ACL_PhanQuyen,Sua,bit,
dbo,ACL_PhanQuyen,ChoPhep,bit,
dbo,ACL_PhanQuyen,HanhDong,bit,
dbo,ACL_PhanQuyen,NgayCapNhat,datetime,
dbo,ACL_PhanQuyen,NgayTao,datetime,
dbo,ACL_PhanQuyen,NguoiCapNhat,int,
dbo,ACL_PhanQuyen,NguoiTao,int,
dbo,ACL_PhanQuyenHeLoai,Id,int,
dbo,ACL_PhanQuyenHeLoai,IDHeThong,int,
dbo,ACL_PhanQuyenHeLoai,IDHeDaoTao,int,
dbo,ACL_PhanQuyenHeLoai,IDLoaiHinhDaoTao,int,
dbo,ACL_PhanQuyenHeLoai,IDNhanSu,int,
dbo,ACL_PhanQuyenHeLoai,GhiChu,nvarchar,200
dbo,ACL_PhanQuyenHeLoai,IsDeleted,bit,
dbo,ACL_PhanQuyenHeLoai,NguoiTao,int,
dbo,ACL_PhanQuyenHeLoai,NgayTao,datetime,
dbo,ACL_PhanQuyenHeLoai,NguoiCapNhat,int,
dbo,ACL_PhanQuyenHeLoai,NgayCapNhat,datetime,
dbo,ACL_PhanQuyenHeLoai,IsDelete,bit,
dbo,ACL_PhanQuyenHeLoai,NgayXoa,datetime,
dbo,ACL_PhanQuyenHeLoai,NguoiXoa,int,
dbo,ACL_PhanQuyenHT,Id,int,
dbo,ACL_PhanQuyenHT,IDChucNang,int,
dbo,ACL_PhanQuyenHT,IDNhom,int,
dbo,ACL_PhanQuyenHT,Xem,bit,
dbo,ACL_PhanQuyenHT,Them,bit,
dbo,ACL_PhanQuyenHT,Sua,bit,
dbo,ACL_PhanQuyenHT,Xoa,bit,
dbo,ACL_PhanQuyenHT,ChoPhep,bit,
dbo,ACL_PhanQuyenHT,NguoiTao,int,
dbo,ACL_PhanQuyenHT,NgayTao,datetime,
dbo,ACL_PhanQuyenHT,NguoiCapNhat,int,
dbo,ACL_PhanQuyenHT,NgayCapNhat,datetime,
dbo,ACL_TokenAccessApi,ID,int,
dbo,ACL_TokenAccessApi,Ten,nvarchar,100
dbo,ACL_TokenAccessApi,ClientID,nvarchar,50
dbo,ACL_TokenAccessApi,Token,nvarchar,100
dbo,ACL_TokenAccessApi,NgayTao,datetime,
dbo,ACL_TokenAccessApi,NgayTruyCap,datetime,
dbo,ACL_TokenAccessApi,SoLanTruyCap,int,
dbo,ACL_TokenAccessApi,IDNguoiTao,int,
dbo,ACL_TokenAccessApi,IsDelete,bit,
dbo,ACL_TokenAccessApi,IDNguoiCapNhat,int,
dbo,ACL_TokenAccessApi,NgayCapNhat,datetime,
dbo,ACL_TokenAccessApi,IDNguoiDelete,int,
dbo,ACL_TokenAccessApi,NgayDelete,datetime,
dbo,API_DangKyHocPhan_TempTableImport,Id,int,
dbo,API_DangKyHocPhan_TempTableImport,Session,nvarchar,50
dbo,API_DangKyHocPhan_TempTableImport,TenDot,nvarchar,50
dbo,API_DangKyHocPhan_TempTableImport,MaLopHocPhan,nvarchar,50
dbo,API_DangKyHocPhan_TempTableImport,TenMonHoc,nvarchar,200
dbo,API_DangKyHocPhan_TempTableImport,MaLopHoc,nvarchar,200
dbo,API_DangKyHocPhan_TempTableImport,MaSinhVien,nvarchar,50
dbo,API_DangKyHocPhan_TempTableImport,HoDem,nvarchar,100
dbo,API_DangKyHocPhan_TempTableImport,Ten,nvarchar,100
dbo,API_DangKyHocPhan_TempTableImport,Nhom,int,
dbo,API_DangKyHocPhan_TempTableImport,NgayDangKy,datetime,
dbo,API_DangKyHocPhan_TempTableImport,IsXuLy,bit,
dbo,API_DangKyHocPhan_TempTableImport,LyDo,nvarchar,200
dbo,API_DangKyHocPhan_TempTableImport,TrangThaiDuLieu,int,
dbo,API_DangKyHocPhan_TempTableImport,NguoiTao,int,
dbo,API_DangKyHocPhan_TempTableImport,NgayTao,datetime,
dbo,API_DangKyHocPhan_TempTableImport,NguoiCapNhat,int,
dbo,API_DangKyHocPhan_TempTableImport,NgayCapNhat,datetime,
dbo,API_DangKyHocPhan_TempTableImport,IsDongBo,bit,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,Id,int,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,Session,nvarchar,50
dbo,API_DanhSachSinhVienDuThi_TempTableImport,TenDot,nvarchar,50
dbo,API_DanhSachSinhVienDuThi_TempTableImport,MaLopHocPhan,nvarchar,50
dbo,API_DanhSachSinhVienDuThi_TempTableImport,TenMonHoc,nvarchar,200
dbo,API_DanhSachSinhVienDuThi_TempTableImport,MaLopHoc,nvarchar,50
dbo,API_DanhSachSinhVienDuThi_TempTableImport,MaSinhVien,nvarchar,50
dbo,API_DanhSachSinhVienDuThi_TempTableImport,HoDem,nvarchar,200
dbo,API_DanhSachSinhVienDuThi_TempTableImport,Ten,nvarchar,200
dbo,API_DanhSachSinhVienDuThi_TempTableImport,SBD,nvarchar,100
dbo,API_DanhSachSinhVienDuThi_TempTableImport,MaLichThi,nvarchar,200
dbo,API_DanhSachSinhVienDuThi_TempTableImport,IsXuLy,bit,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,LyDo,nvarchar,200
dbo,API_DanhSachSinhVienDuThi_TempTableImport,NguoiTao,int,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,NgayTao,datetime,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,NguoiCapNhat,int,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,NgayCapNhat,datetime,
dbo,API_DanhSachSinhVienDuThi_TempTableImport,IsDongBo,bit,
dbo,API_DongBoDiemThi_TempTableImport,Id,int,
dbo,API_DongBoDiemThi_TempTableImport,Session,nvarchar,50
dbo,API_DongBoDiemThi_TempTableImport,MaLichThi,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,PhanTramDiemTru,int,
dbo,API_DongBoDiemThi_TempTableImport,LyDoTru,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,MaLopHocPhan,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,MaSinhVien,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,HoDem,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,Ten,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,DiemThi,decimal,
dbo,API_DongBoDiemThi_TempTableImport,NgayCapNhatCuoi,datetime,
dbo,API_DongBoDiemThi_TempTableImport,IsXuLy,bit,
dbo,API_DongBoDiemThi_TempTableImport,LyDo,nvarchar,200
dbo,API_DongBoDiemThi_TempTableImport,NguoiTao,int,
dbo,API_DongBoDiemThi_TempTableImport,NgayTao,datetime,
dbo,API_DongBoDiemThi_TempTableImport,NguoiCapNhat,int,
dbo,API_DongBoDiemThi_TempTableImport,NgayCapNhat,datetime,
dbo,API_DongBoDiemThi_TempTableImport,IsVangThi,bit,
dbo,API_ELearningLog,ID,bigint,
dbo,API_ELearningLog,LogCode,nvarchar,100
dbo,API_ELearningLog,UrlTraKetQua,nvarchar,-1
dbo,API_ELearningLog,NgayKhoiTao,datetime,
dbo,API_ELearningLog,History,xml,-1
dbo,API_ELearningLog,NguoiTao,int,
dbo,API_ELearningLog,NgayTao,datetime,
dbo,API_ELearningLog,NguoiCapNhat,int,
dbo,API_ELearningLog,NgayCapNhat,datetime,
dbo,API_ELearningLog,Exception,ntext,1073741823
dbo,API_LichHoc_TempTableImport,Id,int,
dbo,API_LichHoc_TempTableImport,Session,nvarchar,50
dbo,API_LichHoc_TempTableImport,NamHoc,int,
dbo,API_LichHoc_TempTableImport,TenNamHoc,nvarchar,200
dbo,API_LichHoc_TempTableImport,TenDot,nvarchar,200
dbo,API_LichHoc_TempTableImport,MaLopHoc,nvarchar,200
dbo,API_LichHoc_TempTableImport,TenLopHoc,nvarchar,200
dbo,API_LichHoc_TempTableImport,HocKy,int,
dbo,API_LichHoc_TempTableImport,TenHocKy,nvarchar,200
dbo,API_LichHoc_TempTableImport,MaMonHoc,nvarchar,50
dbo,API_LichHoc_TempTableImport,TenMonHoc,nvarchar,200
dbo,API_LichHoc_TempTableImport,MaKhoaChuQuanMon,nvarchar,50
dbo,API_LichHoc_TempTableImport,TenKhoaChuQuanMon,nvarchar,200
dbo,API_LichHoc_TempTableImport,SoTinChi,int,
dbo,API_LichHoc_TempTableImport,SoTietLyThuyet,int,
dbo,API_LichHoc_TempTableImport,SoTietThucHanh,int,
dbo,API_LichHoc_TempTableImport,MaHinhThucThi,nvarchar,50
dbo,API_LichHoc_TempTableImport,TenHinhThucThi,nvarchar,200
dbo,API_LichHoc_TempTableImport,MaHocPhan,nvarchar,50
dbo,API_LichHoc_TempTableImport,MaLopHocPhan,nvarchar,50
dbo,API_LichHoc_TempTableImport,SiSoToiThieu,int,
dbo,API_LichHoc_TempTableImport,SiSoToiDa,int,
dbo,API_LichHoc_TempTableImport,MaKhoaChuQuanLHP,nvarchar,50
dbo,API_LichHoc_TempTableImport,TenKhoaChuQuanLHP,nvarchar,200
dbo,API_LichHoc_TempTableImport,GUIDLichHoc,nvarchar,50
dbo,API_LichHoc_TempTableImport,NgayHoc,datetime,
dbo,API_LichHoc_TempTableImport,Thu,int,
dbo,API_LichHoc_TempTableImport,TuTiet,int,
dbo,API_LichHoc_TempTableImport,DenTiet,int,
dbo,API_LichHoc_TempTableImport,IsThucHanh,bit,
dbo,API_LichHoc_TempTableImport,Nhom,int,
dbo,API_LichHoc_TempTableImport,SiSoLichHoc,int,
dbo,API_LichHoc_TempTableImport,MaGiangVien,nvarchar,50
dbo,API_LichHoc_TempTableImport,TenGiangVien,nvarchar,200
dbo,API_LichHoc_TempTableImport,MaPhong,nvarchar,50
dbo,API_LichHoc_TempTableImport,TenPhong,nvarchar,200
dbo,API_LichHoc_TempTableImport,GhiChu,nvarchar,500
dbo,API_LichHoc_TempTableImport,IsXuLy,bit,
dbo,API_LichHoc_TempTableImport,LyDo,nvarchar,200
dbo,API_LichHoc_TempTableImport,TrangThaiDuLieu,int,
dbo,API_LichHoc_TempTableImport,NguoiTao,int,
dbo,API_LichHoc_TempTableImport,NgayTao,datetime,
dbo,API_LichHoc_TempTableImport,NguoiCapNhat,int,
dbo,API_LichHoc_TempTableImport,NgayCapNhat,datetime,
dbo,API_LichHoc_TempTableImport,IsDongBo,bit,
dbo,API_LichHoc_TempTableImport,GioBatDau,nvarchar,50
dbo,API_LichHoc_TempTableImport,GioKetThuc,nvarchar,50
dbo,API_LichHoc_TempTableImport,IsLHPDaiDien,bit,
dbo,API_LichThi_TempTableImport,Id,int,
dbo,API_LichThi_TempTableImport,Session,nvarchar,50
dbo,API_LichThi_TempTableImport,MaLichThi,nvarchar,200
dbo,API_LichThi_TempTableImport,TenNamHoc,nvarchar,200
dbo,API_LichThi_TempTableImport,NamHoc,nvarchar,200
dbo,API_LichThi_TempTableImport,TenDot,nvarchar,200
dbo,API_LichThi_TempTableImport,MaLopHoc,nvarchar,200
dbo,API_LichThi_TempTableImport,TenLopHoc,nvarchar,200
dbo,API_LichThi_TempTableImport,HocKy,int,
dbo,API_LichThi_TempTableImport,MaMonHoc,nvarchar,200
dbo,API_LichThi_TempTableImport,TenMonHoc,nvarchar,200
dbo,API_LichThi_TempTableImport,MaKhoaChuQuanMon,nvarchar,200
dbo,API_LichThi_TempTableImport,TenKhoaChuQuanMon,nvarchar,200
dbo,API_LichThi_TempTableImport,SoTinChi,int,
dbo,API_LichThi_TempTableImport,SoTietLT,int,
dbo,API_LichThi_TempTableImport,SoTietTH,int,
dbo,API_LichThi_TempTableImport,MaHocPhan,nvarchar,200
dbo,API_LichThi_TempTableImport,MaLopHocPhan,nvarchar,200
dbo,API_LichThi_TempTableImport,SiSoToiThieu,int,
dbo,API_LichThi_TempTableImport,SiSoToiDa,int,
dbo,API_LichThi_TempTableImport,NgayThi,datetime,
dbo,API_LichThi_TempTableImport,Thu,int,
dbo,API_LichThi_TempTableImport,TuTiet,int,
dbo,API_LichThi_TempTableImport,DenTiet,int,
dbo,API_LichThi_TempTableImport,Nhom,int,
dbo,API_LichThi_TempTableImport,SiSo,int,
dbo,API_LichThi_TempTableImport,ThoiGianThi,nvarchar,200
dbo,API_LichThi_TempTableImport,GioThi,nvarchar,200
dbo,API_LichThi_TempTableImport,MaHinhThucThi,nvarchar,200
dbo,API_LichThi_TempTableImport,TenHinhThucThi,nvarchar,200
dbo,API_LichThi_TempTableImport,LoaiThi,nvarchar,100
dbo,API_LichThi_TempTableImport,MaPhongThi,nvarchar,200
dbo,API_LichThi_TempTableImport,TenPhongThi,nvarchar,200
dbo,API_LichThi_TempTableImport,MaGiangVien1,nvarchar,200
dbo,API_LichThi_TempTableImport,TenGiangVien1,nvarchar,200
dbo,API_LichThi_TempTableImport,MaGiangVien2,nvarchar,200
dbo,API_LichThi_TempTableImport,TenGiangVien2,nvarchar,200
dbo,API_LichThi_TempTableImport,MaGiangVien3,nvarchar,200
dbo,API_LichThi_TempTableImport,TenGiangVien3,nvarchar,200
dbo,API_LichThi_TempTableImport,GhiChu,nvarchar,200
dbo,API_LichThi_TempTableImport,IsXuLy,bit,
dbo,API_LichThi_TempTableImport,LyDo,nvarchar,200
dbo,API_LichThi_TempTableImport,NguoiTao,int,
dbo,API_LichThi_TempTableImport,NgayTao,datetime,
dbo,API_LichThi_TempTableImport,NguoiCapNhat,int,
dbo,API_LichThi_TempTableImport,NgayCapNhat,datetime,
dbo,API_LichThi_TempTableImport,IsDongBo,bit,
dbo,API_LichThi_TempTableImport,MaDotThi,nvarchar,200
dbo,API_LichThi_TempTableImport,TenDotThi,nvarchar,200
dbo,API_LichThi_TempTableImport,TenHocKy,nvarchar,200
dbo,API_LichThi_TempTableImport,MaKyThi,nvarchar,200
dbo,API_LichThi_TempTableImport,TenKyThi,nvarchar,200
dbo,API_LichThi_TempTableImport,IDLichThi,int,
dbo,API_LichThi_TempTableImport,IsThucHanh,bit,
dbo,API_NamHocHocKy_TempTableImport,Id,int,
dbo,API_NamHocHocKy_TempTableImport,Session,nvarchar,50
dbo,API_NamHocHocKy_TempTableImport,NamHoc,nvarchar,50
dbo,API_NamHocHocKy_TempTableImport,HocKy,nvarchar,50
dbo,API_NamHocHocKy_TempTableImport,IsXuLy,bit,
dbo,API_NamHocHocKy_TempTableImport,LyDo,nvarchar,200
dbo,API_NamHocHocKy_TempTableImport,NguoiTao,int,
dbo,API_NamHocHocKy_TempTableImport,NgayTao,datetime,
dbo,API_NamHocHocKy_TempTableImport,NguoiCapNhat,int,
dbo,API_NamHocHocKy_TempTableImport,NgayCapNhat,datetime,
dbo,API_NamHocHocKy_TempTableImport,IsDongBo,bit,
dbo,API_NhanSu_TempTableImport,Id,int,
dbo,API_NhanSu_TempTableImport,Session,nvarchar,50
dbo,API_NhanSu_TempTableImport,MaCoSo,nvarchar,50
dbo,API_NhanSu_TempTableImport,TenCoSo,nvarchar,200
dbo,API_NhanSu_TempTableImport,MaPhongBan,nvarchar,50
dbo,API_NhanSu_TempTableImport,TenPhongBan,nvarchar,200
dbo,API_NhanSu_TempTableImport,MaChucVu,nvarchar,50
dbo,API_NhanSu_TempTableImport,TenChucVu,nvarchar,200
dbo,API_NhanSu_TempTableImport,MaNhanSu,nvarchar,50
dbo,API_NhanSu_TempTableImport,HoDem,nvarchar,100
dbo,API_NhanSu_TempTableImport,Ten,nvarchar,100
dbo,API_NhanSu_TempTableImport,GioiTinh,bit,
dbo,API_NhanSu_TempTableImport,NgaySinh,datetime,
dbo,API_NhanSu_TempTableImport,NoiSinh,nvarchar,2000
dbo,API_NhanSu_TempTableImport,SoCMND,nvarchar,20
dbo,API_NhanSu_TempTableImport,NgayCapCMND,datetime,
dbo,API_NhanSu_TempTableImport,DiaChi,nvarchar,200
dbo,API_NhanSu_TempTableImport,SoDienThoai,nvarchar,50
dbo,API_NhanSu_TempTableImport,Email,nvarchar,50
dbo,API_NhanSu_TempTableImport,MaHocVan,nvarchar,50
dbo,API_NhanSu_TempTableImport,TenHocVan,nvarchar,200
dbo,API_NhanSu_TempTableImport,MaHocHam,nvarchar,50
dbo,API_NhanSu_TempTableImport,TenHocHam,nvarchar,200
dbo,API_NhanSu_TempTableImport,MaHocVi,nvarchar,50
dbo,API_NhanSu_TempTableImport,TenHocVi,nvarchar,200
dbo,API_NhanSu_TempTableImport,IsThinhGiang,bit,
dbo,API_NhanSu_TempTableImport,IsThoiViec,bit,
dbo,API_NhanSu_TempTableImport,TrangThaiDuLieu,int,
dbo,API_NhanSu_TempTableImport,IsXuLy,bit,
dbo,API_NhanSu_TempTableImport,LyDo,nvarchar,200
dbo,API_NhanSu_TempTableImport,NguoiTao,int,
dbo,API_NhanSu_TempTableImport,NgayTao,datetime,
dbo,API_NhanSu_TempTableImport,NguoiCapNhat,int,
dbo,API_NhanSu_TempTableImport,NgayCapNhat,datetime,
dbo,API_NhanSu_TempTableImport,IsDongBo,bit,
dbo,API_SinhVien_TempTableImport,Id,int,
dbo,API_SinhVien_TempTableImport,Session,nvarchar,50
dbo,API_SinhVien_TempTableImport,MaLopHoc,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenLopHoc,nvarchar,200
dbo,API_SinhVien_TempTableImport,MaKhoaChuQuan,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenKhoaChuQuan,nvarchar,200
dbo,API_SinhVien_TempTableImport,MaKhoaHoc,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenKhoaHoc,nvarchar,200
dbo,API_SinhVien_TempTableImport,NamKhoaHoc,int,
dbo,API_SinhVien_TempTableImport,MaBacDaoTao,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenBacDaoTao,nvarchar,200
dbo,API_SinhVien_TempTableImport,MaLoaiDaoTao,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenLoaiDaoTao,nvarchar,200
dbo,API_SinhVien_TempTableImport,MaNganh,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenNganh,nvarchar,200
dbo,API_SinhVien_TempTableImport,MaChuyenNganh,nvarchar,50
dbo,API_SinhVien_TempTableImport,TenChuyenNganh,nvarchar,200
dbo,API_SinhVien_TempTableImport,SiSo,int,
dbo,API_SinhVien_TempTableImport,MaSinhVien,nvarchar,20
dbo,API_SinhVien_TempTableImport,HoDem,nvarchar,100
dbo,API_SinhVien_TempTableImport,Ten,nvarchar,50
dbo,API_SinhVien_TempTableImport,GioiTinh,bit,
dbo,API_SinhVien_TempTableImport,NgaySinh,nvarchar,200
dbo,API_SinhVien_TempTableImport,NoiSinh,nvarchar,2000
dbo,API_SinhVien_TempTableImport,SoCMND,nvarchar,20
dbo,API_SinhVien_TempTableImport,NgayCapCMND,datetime,
dbo,API_SinhVien_TempTableImport,DiaChi,nvarchar,500
dbo,API_SinhVien_TempTableImport,SoDienThoai,nvarchar,50
dbo,API_SinhVien_TempTableImport,Email,nvarchar,50
dbo,API_SinhVien_TempTableImport,NgayNhapHoc,datetime,
dbo,API_SinhVien_TempTableImport,TrangThaiSinhVien,int,
dbo,API_SinhVien_TempTableImport,TrangThaiDuLieu,int,
dbo,API_SinhVien_TempTableImport,IsXuLy,bit,
dbo,API_SinhVien_TempTableImport,LyDo,nvarchar,200
dbo,API_SinhVien_TempTableImport,NguoiTao,int,
dbo,API_SinhVien_TempTableImport,NgayTao,datetime,
dbo,API_SinhVien_TempTableImport,NguoiCapNhat,int,
dbo,API_SinhVien_TempTableImport,NgayCapNhat,datetime,
dbo,API_SinhVien_TempTableImport,IsDongBo,bit,
dbo,ASC_DM_KhoanChi,ID,int,
dbo,ASC_DM_KhoanChi,IDLoai,int,
dbo,ASC_DM_KhoanChi,MaKhoanChi,nvarchar,50
dbo,ASC_DM_KhoanChi,TenKhoanChi,nvarchar,300
dbo,ASC_DM_KhoanChi,GhiChu,nvarchar,-1
dbo,ASC_DM_KhoanChi,ThuTu,int,
dbo,ASC_DM_KhoanChi,IsHienThi,bit,
dbo,ASC_DM_KhoanChi,ForWeb,int,
dbo,ASC_DM_KhoanChi,IDNguoiTao,int,
dbo,ASC_DM_KhoanChi,NgayTao,datetime,
dbo,ASC_DM_KhoanChi,IDNguoiCapNhat,int,
dbo,ASC_DM_KhoanChi,NgayCapNhat,datetime,
dbo,ASC_DM_KhoanChi,IsDelete,bit,
dbo,ASC_DM_KhoanChi,NguoiDelete,int,
dbo,ASC_DM_KhoanChi,NgayDelete,datetime,
dbo,ASC_DM_LoaiKhoanChi,ID,int,
dbo,ASC_DM_LoaiKhoanChi,MaLoai,nvarchar,50
dbo,ASC_DM_LoaiKhoanChi,TenLoai,nvarchar,300
dbo,ASC_DM_LoaiKhoanChi,GhiChu,nvarchar,-1
dbo,ASC_DM_LoaiKhoanChi,ThuTu,int,
dbo,ASC_DM_LoaiKhoanChi,IsHienThi,bit,
dbo,ASC_DM_LoaiKhoanChi,ForWeb,int,
dbo,ASC_DM_LoaiKhoanChi,IDNguoiTao,int,
dbo,ASC_DM_LoaiKhoanChi,NgayTao,datetime,
dbo,ASC_DM_LoaiKhoanChi,IDNguoiCapNhat,int,
dbo,ASC_DM_LoaiKhoanChi,NgayCapNhat,datetime,
dbo,ASC_DM_LoaiKhoanChi,IsDelete,bit,
dbo,ASC_DM_LoaiKhoanChi,NguoiDelete,int,
dbo,ASC_DM_LoaiKhoanChi,NgayDelete,datetime,
dbo,ASC_HopDong_MangHD,ID,int,
dbo,ASC_HopDong_MangHD,TenMang,nvarchar,300
dbo,ASC_HopDong_MangHD,GhiChu,nvarchar,-1
dbo,ASC_HopDong_MangHD,ThuTu,int,
dbo,ASC_HopDong_MangHD,MaMau,nvarchar,10
dbo,ASC_HopDong_MangHD,IsDefault,bit,
dbo,ASC_HopDong_MangHD,ForWeb,int,
dbo,ASC_HopDong_MangHD,IDNguoiTao,int,
dbo,ASC_HopDong_MangHD,NgayTao,datetime,
dbo,ASC_HopDong_MangHD,IDNguoiCapNhat,int,
dbo,ASC_HopDong_MangHD,NgayCapNhat,datetime,
dbo,ASC_HopDong_MangHD,IsDelete,bit,
dbo,ASC_HopDong_MangHD,NguoiDelete,int,
dbo,ASC_HopDong_MangHD,NgayDelete,datetime,
dbo,ASC_QLKD_DuChi,ID,int,
dbo,ASC_QLKD_DuChi,Nam,int,
dbo,ASC_QLKD_DuChi,Thang,int,
dbo,ASC_QLKD_DuChi,IDLoaiKhoanChi,int,
dbo,ASC_QLKD_DuChi,IDKhoanChi,int,
dbo,ASC_QLKD_DuChi,SoTienDuChi,decimal,
dbo,ASC_QLKD_DuChi,GhiChu,nvarchar,4000
dbo,ASC_QLKD_DuChi,IDNguoiTao,int,
dbo,ASC_QLKD_DuChi,NgayTao,datetime,
dbo,ASC_QLKD_DuChi,IDNguoiCapNhat,int,
dbo,ASC_QLKD_DuChi,NgayCapNhat,datetime,
dbo,ASC_QLKD_DuChi,IsDelete,bit,
dbo,ASC_QLKD_DuChi,NguoiDelete,int,
dbo,ASC_QLKD_DuChi,NgayDelete,datetime,
dbo,ASC_QLKD_ThucChi,ID,int,
dbo,ASC_QLKD_ThucChi,IDKhoanChi,int,
dbo,ASC_QLKD_ThucChi,SoTienThucChi,decimal,
dbo,ASC_QLKD_ThucChi,NgayChi,datetime,
dbo,ASC_QLKD_ThucChi,GhiChu,nvarchar,4000
dbo,ASC_QLKD_ThucChi,IDNguoiTao,int,
dbo,ASC_QLKD_ThucChi,NgayTao,datetime,
dbo,ASC_QLKD_ThucChi,IDNguoiCapNhat,int,
dbo,ASC_QLKD_ThucChi,NgayCapNhat,datetime,
dbo,ASC_QLKD_ThucChi,IsDelete,bit,
dbo,ASC_QLKD_ThucChi,NguoiDelete,int,
dbo,ASC_QLKD_ThucChi,NgayDelete,datetime,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,ID,int,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,IDTamUng,int,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,IDKhoanCongTacPhi,int,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,DonGia,decimal,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,SoLuong,int,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,ChungTu,nvarchar,200
dbo,ASC_TamUng_CongTacPhi_ChiTiet,GhiChu,nvarchar,-1
dbo,ASC_TamUng_CongTacPhi_ChiTiet,IDKhachHang,int,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,IDHopDong,int,
dbo,ASC_TamUng_CongTacPhi_ChiTiet,DinhMuc,decimal,
dbo,ASC_TamUng_CongTacPhi_ChiTietFileAttach,IDTamUng,int,
dbo,ASC_TamUng_CongTacPhi_ChiTietFileAttach,IDKhoanCongTacPhi,int,
dbo,ASC_TamUng_CongTacPhi_ChiTietFileAttach,IDFile,int,
dbo,ASC_TamUng_CongTacPhi_DiaDiem,ID,int,
dbo,ASC_TamUng_CongTacPhi_DiaDiem,IDTamUng,int,
dbo,ASC_TamUng_CongTacPhi_DiaDiem,DiaDiem,nvarchar,500
dbo,ASC_TamUng_CongTacPhi_DiaDiem,MucDich,nvarchar,500
dbo,ASC_TamUng_CongTacPhi_DiaDiem,TuNgay,datetime,
dbo,ASC_TamUng_CongTacPhi_DiaDiem,DenNgay,datetime,
dbo,ASC_TamUng_CongTacPhi_DiaDiem,GhiChu,nvarchar,-1
dbo,ASC_TamUng_DaXemThanhToan,IDTamUng,int,
dbo,ASC_TamUng_DaXemThanhToan,IDNguoiDung,int,
dbo,ASC_TamUng_DaXemThanhToan,NgayXem,datetime,
dbo,ASC_TamUng_DM_CongTacPhi,ID,int,
dbo,ASC_TamUng_DM_CongTacPhi,IDParent,int,
dbo,ASC_TamUng_DM_CongTacPhi,TenKhoanCongTacPhi,nvarchar,500
dbo,ASC_TamUng_DM_CongTacPhi,ThuTu,int,
dbo,ASC_TamUng_DM_CongTacPhi,IsHienThi,bit,
dbo,ASC_TamUng_DM_CongTacPhi,ForWeb,int,
dbo,ASC_TamUng_DM_CongTacPhi,IDNguoiTao,int,
dbo,ASC_TamUng_DM_CongTacPhi,NgayTao,datetime,
dbo,ASC_TamUng_DM_CongTacPhi,IDNguoiCapNhat,int,
dbo,ASC_TamUng_DM_CongTacPhi,NgayCapNhat,datetime,
dbo,ASC_TamUng_DM_CongTacPhi,IsDelete,bit,
dbo,ASC_TamUng_DM_CongTacPhi,NguoiDelete,int,
dbo,ASC_TamUng_DM_CongTacPhi,NgayDelete,datetime,
dbo,ASC_TamUng_HangMucHoanUng,ID,int,
dbo,ASC_TamUng_HangMucHoanUng,IDTamUng,int,
dbo,ASC_TamUng_HangMucHoanUng,TenHangMuc,nvarchar,500
dbo,ASC_TamUng_HangMucHoanUng,IDKhachHang,int,
dbo,ASC_TamUng_HangMucHoanUng,IDHopDong,int,
dbo,ASC_TamUng_HangMucHoanUng,SoTien,decimal,
dbo,ASC_TamUng_HangMucHoanUng,ThueVAT,decimal,
dbo,ASC_TamUng_HangMucHoanUng,DaTamUng,decimal,
dbo,ASC_TamUng_HangMucHoanUng,KhachHangText,nvarchar,500
dbo,ASC_TamUng_HangMucHoanUng,HopDongText,nvarchar,500
dbo,ASC_TamUngFileAttachHoSoLienQuan,ID,int,
dbo,ASC_TamUngFileAttachHoSoLienQuan,IDTamUng,int,
dbo,ASC_TamUngFileAttachHoSoLienQuan,IDFile,int,
dbo,BC_ChotDuLieu,Id,int,
dbo,BC_ChotDuLieu,IDCoSo,int,
dbo,BC_ChotDuLieu,IDKhoaHoc,int,
dbo,BC_ChotDuLieu,IDHeDaoTao,int,
dbo,BC_ChotDuLieu,IDLoaiHinhDT,int,
dbo,BC_ChotDuLieu,NgayChot,datetime,
dbo,BC_ChotDuLieu,NguoiChot,int,
dbo,BC_ChotDuLieu,IDDuLieuChot,int,
