"FunctionName","FunctionType","create_date","modify_date"
FN_RoundHalfUpDecimal_7_2,SQL_SCALAR_FUNCTION,2025-09-17 16:16:24.810,2025-09-17 16:16:24.810
Fn_RutGonTenTinhHuyenXa,SQL_SCALAR_FUNCTION,2025-12-08 17:00:28.790,2025-12-15 15:49:00.553
FN_RutNganHocKyNamHoc,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.807,2023-04-05 23:08:34.627
fn_SafeCaseName,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.827,2023-04-05 23:08:34.627
Fn_SCHE_CheckChoPhepTamNgungLichHocTheoNgay,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.850,2025-10-22 16:45:02.890
Fn_SCHE_CheckTrungThoiGianTienDoDaoTao,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.867,2023-04-05 23:08:34.630
Fn_SCHE_GetDanhSachGiangVienLichHoc,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.887,2023-04-05 23:08:34.630
Fn_SCHE_GetDanhSachPhongHocLichHoc,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.910,2023-04-05 23:08:34.633
Fn_SCHE_GetThuTuTuanTrongTienDo,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.930,2023-04-05 23:08:34.633
Fn_SCHE_GetTuNgayDM_NamHoc,SQL_SCALAR_FUNCTION,2019-10-25 08:57:35.487,2023-04-05 23:08:34.587
Fn_SCHE_TinhSoTuanTheoTuNgayDM_NamHoc,SQL_SCALAR_FUNCTION,2019-10-25 08:57:35.527,2023-04-05 23:08:34.587
Fn_SoCaHocTrongTuan,SQL_SCALAR_FUNCTION,2019-02-25 14:58:22.287,2023-04-05 23:08:34.650
Fn_SoLuongSinhVienDangHocThoiDiemHienTai,SQL_SCALAR_FUNCTION,2019-12-20 15:30:46.423,2023-04-05 23:08:34.657
Fn_SoLuongSinhVienNhapHoc,SQL_SCALAR_FUNCTION,2019-12-20 15:30:46.343,2023-04-05 23:08:34.653
Fn_Split,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:34.130,2022-01-22 12:34:42.650
Fn_Split_Nvar,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:36.027,2018-01-25 14:38:36.037
Fn_SplitStringToTable,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:49.957,2022-11-18 18:04:08.320
Fn_String2Date,SQL_SCALAR_FUNCTION,2018-01-25 14:38:49.983,2023-04-05 23:08:34.637
Fn_StripExcessiveSpace,SQL_SCALAR_FUNCTION,2023-12-21 17:18:52.213,2023-12-21 17:18:52.217
Fn_StripHTML,SQL_SCALAR_FUNCTION,2025-01-08 14:54:40.933,2025-01-08 14:54:40.933
Fn_SuDungDonGiaHocLai,SQL_SCALAR_FUNCTION,2019-02-25 14:57:43.610,2025-03-26 16:04:20.653
Fn_SYN_GetLoaiKhoanChi,SQL_SCALAR_FUNCTION,2022-05-24 18:05:26.100,2023-04-05 23:08:34.580
Fn_TableMucDiemTuongTuHanhKiem,SQL_TABLE_VALUED_FUNCTION,2025-03-26 16:04:20.610,2025-03-26 16:04:20.610
Fn_TableXepLoaiHanhKiem,SQL_TABLE_VALUED_FUNCTION,2020-04-06 11:24:20.480,2025-03-26 16:04:20.703
Fn_TC_DanhMucLoaiThu,SQL_TABLE_VALUED_FUNCTION,2025-06-18 14:50:39.220,2025-06-18 14:50:39.220
Fn_TC_GetMaDongBoByMaHoSo,SQL_SCALAR_FUNCTION,2022-08-01 19:16:47.490,2023-04-05 23:08:34.683
Fn_TC_GetMaThue,SQL_SCALAR_FUNCTION,2022-07-11 18:47:18.357,2023-04-05 23:08:34.660
Fn_TC_GetNgayTaoByIDSoThuTrucTuyen,SQL_SCALAR_FUNCTION,2026-01-14 16:57:29.730,2026-01-14 16:57:29.730
Fn_TC_GetNghiepVuThuTienKhac,SQL_SCALAR_FUNCTION,2022-06-20 17:50:54.027,2023-04-24 17:32:19.420
Fn_TC_HD_GetCongNoSinhVienDangKyMoiByDot,SQL_SCALAR_FUNCTION,2023-07-11 17:53:05.010,2023-07-11 17:53:05.010
Fn_TC_HD_GetMucHocPhiSinhVienDangKyMoiByDot,SQL_SCALAR_FUNCTION,2024-07-11 17:09:58.363,2024-07-11 17:09:58.363
Fn_TC_KiemTraTrungCMNDNhapHoc,SQL_SCALAR_FUNCTION,2023-09-12 17:27:03.890,2023-09-12 17:27:03.893
Fn_TC_LoaiDonGiaCoiThiChamThi,SQL_TABLE_VALUED_FUNCTION,2024-07-11 17:09:58.340,2024-07-11 17:09:58.340
Fn_TC_MG_GetPhanTramMienGiam,SQL_TABLE_VALUED_FUNCTION,2023-04-24 17:32:19.290,2023-06-15 17:47:44.210
Fn_TC_MG_GetSoTienMienGiamConLai,SQL_TABLE_VALUED_FUNCTION,2023-04-24 17:32:18.810,2023-09-07 18:03:23.603
Fn_TC_ThoiGianChoPhepThanhToan,SQL_SCALAR_FUNCTION,2020-04-06 11:24:20.543,2025-10-22 16:45:02.897
Fn_Thi_GetMucDichThamDu,SQL_SCALAR_FUNCTION,2020-05-14 14:26:29.047,2023-04-05 23:08:34.587
Fn_Thi_GetNgayLamViecTiepTheo,SQL_SCALAR_FUNCTION,2020-05-14 14:26:00.147,2023-04-05 23:08:34.577
FN_ThongKe_THGD_Khoa,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:50.043,2018-01-25 14:38:50.063
Fn_TimLopHocTrong,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.080,2023-04-05 23:08:34.653
Fn_TinhCongNoHocPhi,SQL_SCALAR_FUNCTION,2019-02-25 14:57:43.553,2025-10-22 16:45:02.943
Fn_TinhDiemMonTuyenSinhTHPT_UNETI,SQL_SCALAR_FUNCTION,2020-09-17 09:35:17.697,2023-04-05 23:08:34.690
Fn_TinhDiemMonTuyenSinhTHPT_VAA,SQL_SCALAR_FUNCTION,2021-06-01 18:40:19.500,2023-04-05 23:08:34.600
Fn_TinhDiemTBByTop2Diem4HK_V3,SQL_SCALAR_FUNCTION,2023-02-03 17:11:25.533,2023-04-05 23:08:34.587
Fn_TinhDiemTBThucHanh,SQL_SCALAR_FUNCTION,2019-06-21 10:17:10.897,2023-04-05 23:08:34.593
Fn_TinhLoaiDiemByTop2Diem4HK_V3,SQL_SCALAR_FUNCTION,2023-02-03 17:11:25.540,2023-04-05 23:08:34.590
Fn_TinhSiSoSinhVien,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.103,2023-04-05 23:08:34.653
Fn_TinhSoTienDaNop,SQL_SCALAR_FUNCTION,2019-02-25 14:58:22.320,2023-04-05 23:08:34.653
Fn_TinhSoTietQuyDoi,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.130,2023-04-05 23:08:34.653
Fn_TinhTongSoSinhVienTheoHeDaoTao,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.150,2023-04-05 23:08:34.657
Fn_TinhTongSoSinhVienTheoHeDaoTao_PQBacLoai,SQL_SCALAR_FUNCTION,2020-12-15 09:11:50.357,2023-04-05 23:08:34.663
Fn_TinhTongSoTinChiDangKyToanKhoa,SQL_SCALAR_FUNCTION,2019-11-14 17:47:42.407,2023-04-05 23:08:34.590
Fn_TinhTongTienThuPhiTuDo,SQL_SCALAR_FUNCTION,2022-11-29 17:52:51.583,2023-04-05 23:08:34.640
Fn_TinhTongTietDayThucTeLichHoc,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.170,2023-04-05 23:08:34.657
Fn_TKB_GetNgayBatDauHocLHP,SQL_SCALAR_FUNCTION,2024-04-03 14:58:27.460,2024-04-03 14:58:27.463
Fn_TKB_GetNgayKetThucHocLHP,SQL_SCALAR_FUNCTION,2023-05-23 17:41:19.020,2023-05-23 17:41:19.023
Fn_TKB_GetNoiDungLichThiTiengAnh,SQL_SCALAR_FUNCTION,2021-09-15 11:25:25.820,2024-07-11 17:09:58.490
Fn_TKB_GetSoTietDaXL,SQL_SCALAR_FUNCTION,2022-08-25 17:41:22.420,2023-04-05 23:08:34.680
Fn_TKB_TaoMaHocPhan,SQL_SCALAR_FUNCTION,2023-08-03 18:10:35.917,2024-07-11 17:09:58.440
Fn_TongHopKetQuaTuyenSinh,SQL_TABLE_VALUED_FUNCTION,2018-01-25 14:38:50.193,2018-01-25 14:38:50.200
Fn_TongSoTienDaKhauTru,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.220,2023-04-05 23:08:34.660
Fn_TongSoTienDaXuLyMienGiam,SQL_SCALAR_FUNCTION,2023-09-07 18:03:28.120,2023-09-07 18:03:28.120
Fn_Trim,SQL_SCALAR_FUNCTION,2019-02-25 14:58:22.360,2023-04-05 23:08:34.653
Fn_TS_BuildSoLuongNguyenVong,SQL_SCALAR_FUNCTION,2019-12-20 15:31:19.863,2023-04-05 23:08:34.673
Fn_TS_GeneratePwd,SQL_SCALAR_FUNCTION,2024-07-11 17:09:58.347,2024-07-11 17:09:58.347
FN_TS_GenMaHoSoTuyenSinh,SQL_SCALAR_FUNCTION,2024-10-30 11:25:50.220,2025-04-21 15:48:05.117
FN_TS_GenMaHoSoXetTuyenTheoDeAn,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.243,2023-04-05 23:08:34.660
Fn_TS_GetCTTuyenSinhDKMonNK,SQL_SCALAR_FUNCTION,2020-09-17 09:34:36.457,2023-04-05 23:08:34.670
Fn_TS_GetDiemMonThiTuyenSinh,SQL_SCALAR_FUNCTION,2020-09-17 09:35:17.747,2023-04-05 23:08:34.690
Fn_TS_GetDiemThiMonNangKhieu,SQL_SCALAR_FUNCTION,2020-09-17 09:35:17.810,2023-04-05 23:08:34.690
Fn_TS_GetDiemTrungTuyen,SQL_SCALAR_FUNCTION,2020-09-17 09:35:17.880,2023-04-05 23:08:34.693
Fn_TS_GetDSIDKhoanTamThuGiuCho,SQL_TABLE_VALUED_FUNCTION,2023-04-24 17:32:18.830,2023-04-24 17:32:18.833
Fn_TS_GetHocPhiNhapHoc_HIC,SQL_SCALAR_FUNCTION,2025-04-29 15:57:46.417,2025-12-17 16:56:06.753
FN_TS_GetHoSoChuaNopByIDThiSinh,SQL_SCALAR_FUNCTION,2020-12-15 09:11:03.003,2023-04-05 23:08:34.637
Fn_TS_GetIDChiTietTuyenSinh,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.283,2023-04-05 23:08:34.663
Fn_TS_GetKeHoachThuChungNhapHoc_HIC,SQL_SCALAR_FUNCTION,2025-04-29 15:57:46.410,2025-04-29 15:57:46.410
Fn_TS_GetLoaiCotDiemByField,SQL_SCALAR_FUNCTION,2023-03-07 17:31:08.307,2023-04-05 23:08:34.603
Fn_TS_GetLoaiMonMonThiNangKhieu,SQL_SCALAR_FUNCTION,2020-09-17 09:35:17.947,2023-04-05 23:08:34.693
Fn_TS_GetNamTotNghiep,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.540,2023-04-05 23:08:34.663
Fn_TS_GetSoHoSoChuaNop,SQL_SCALAR_FUNCTION,2020-12-15 09:11:50.410,2023-04-05 23:08:34.663
Fn_TS_GetSoLuongHoSoDangKy,SQL_SCALAR_FUNCTION,2020-09-17 09:35:18.013,2023-04-05 23:08:34.560
Fn_TS_GetSoLuongHSNV,SQL_SCALAR_FUNCTION,2020-09-17 09:35:18.057,2023-04-05 23:08:34.563
Fn_TS_GetSoLuongTrungTuyen,SQL_SCALAR_FUNCTION,2020-09-17 09:35:18.107,2023-04-05 23:08:34.563
Fn_TS_GetTruongChuyen_TenTinh,SQL_SCALAR_FUNCTION,2020-05-14 14:25:57.040,2023-04-05 23:08:34.577
Fn_TS_QuyDoiDiemHe4,SQL_SCALAR_FUNCTION,2025-01-08 14:54:40.943,2025-01-08 14:54:40.943
FN_TS_TinhDiemUuTien,SQL_SCALAR_FUNCTION,2019-11-14 17:47:05.030,2025-01-08 14:54:40.973
FN_TS_TinhDiemUuTien_2023,SQL_SCALAR_FUNCTION,2023-07-11 17:53:04.557,2025-10-22 22:28:35.757
Fn_TS_TinhSoMonThi,SQL_TABLE_VALUED_FUNCTION,2020-09-17 09:35:18.137,2020-09-17 09:35:18.143
Fn_TuanCuaNam,SQL_TABLE_VALUED_FUNCTION,2023-07-11 17:53:05.017,2023-07-19 17:46:22.303
Fn_Unicode2ABC,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.823,2023-04-05 23:08:34.663
Fn_V2_EDU_CheckExistDot,SQL_SCALAR_FUNCTION,2025-09-17 16:16:24.820,2025-09-17 16:16:24.820
Fn_V2_EDU_ConvertXML_NK_TongHop_ToTable,SQL_SCALAR_FUNCTION,2025-09-17 16:16:24.830,2025-12-17 16:56:06.770
Fn_V2_EDU_GetMaxThuTuLopHocPhan,SQL_SCALAR_FUNCTION,2025-09-17 16:16:24.803,2025-09-17 16:16:24.803
Fn_V2_EDU_TKB_TaoMaHocPhan,SQL_SCALAR_FUNCTION,2025-09-17 16:16:24.807,2025-09-17 16:16:24.807
Fn_V2_GetTableXepLoaiTC_NC,SQL_TABLE_VALUED_FUNCTION,2025-11-19 16:47:42.073,2025-11-19 16:47:42.073
Fn_V2_SCORE_GetBieuMauByKhoaHeLoai,SQL_SCALAR_FUNCTION,2026-01-14 16:57:29.727,2026-01-14 16:57:29.727
Fn_VietHoaChuCaiDau,SQL_SCALAR_FUNCTION,2022-10-13 17:48:12.553,2023-04-05 23:08:34.577
fn_VNIWINDOWS2UNICODE,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.880,2023-04-05 23:08:34.667
fTCVNToUnicode,SQL_SCALAR_FUNCTION,2021-10-19 02:18:47.677,2023-04-05 23:08:34.683
Func_FormatMaLopHocPhan,SQL_SCALAR_FUNCTION,2018-01-25 14:38:50.947,2023-04-05 23:08:34.667
Func_GetMaxThuTuLopHocPhan,SQL_SCALAR_FUNCTION,2018-01-25 14:38:51.067,2024-10-09 16:16:20.610
SP_GetdateInsect,SQL_SCALAR_FUNCTION,2018-01-25 14:38:51.550,2023-04-05 23:08:34.670
udf_HTMLDecode,SQL_SCALAR_FUNCTION,2022-03-07 18:03:37.433,2023-04-05 23:08:34.647
udf_StripHTML,SQL_SCALAR_FUNCTION,2022-03-07 18:03:37.443,2023-04-05 23:08:34.647
Unicode2ABC,SQL_SCALAR_FUNCTION,2018-01-25 14:38:51.970,2023-04-05 23:08:34.670
